Application_Id,Parent_Application_Id,Process_Id,Payment_Status,Objection_Status,Manufactrer_Id,Created_On,Is_Service_Completed,Request_Id_Fk,Is_Service_Submitted,Application_To_Be_Received_By,Payment_Remarks,Payment_Status_Date,Payment_Status_By,Is_Payment_Required,Application_Status,Application_Status_Updated_By,Application_Status_Updated_On,Is_Output_Generated,Output_Generated_On,Output_File_Name,Output_BlobFileReference,Output_ContainerName,Amount,Is_District_Level,LicenseType,RejectionRemarks,EsewaApplication_Id,FinalOutput_FileName,FinalOutput_BlobReference,Is_data_MOved,Deleted_Esewa_Application_Id,ReceiptNo,PaymentAmount,PaymentDate,PaymentBy,date_difference
71,565,29,NULL,NULL,14777,02:55.2,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,54:34.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Name on Form A1 Dr. Mrs. written, Company directors details not filled, details of responsible person u/c 24 of FCO not filled, unable to see adhaar, product name PDM not as per FCO, fix photo on A1, tick on wholesale dealer in A1, name of Notified authority on A1 not correct, brand name of PROM donot match on affidavit and as written in product information, parent license A2 of Pune not uploaded, check address on A1 C-2 or it is C2/26,  ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,7569,35,2,NULL,14789,34:31.9,1,NULL,Submitted,1846001,NULL,50:02.1,14789,Yes,Approved,00:00.0,37:12.5,00:00.0,48:43.7,Aulakh khad bhandar(f)_566c3b29.pdf,2021/february/20210216/1846001_97bd78b2_012d_48bd_9353_e32338d76d89_dt_16022021_1148_43_780.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,71
73,566,29,2,NULL,14782,14:22.9,1,NULL,Submitted,1848680,NULL,10:39.6,14782,Yes,Approved,00:00.0,08:58.7,00:00.0,09:54.3,agro guru_99d94208.pdf,2021/january/20210111/1848680_66d77622_7c57_4267_99c9_b7ead546b3dc_dt_11012021_1209_52_542.pdf,agricultercontainer,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34
74,568,29,2,NULL,13714,50:20.3,1,NULL,Submitted,1848680,NULL,36:06.1,13714,Yes,Approved,00:00.0,41:35.8,00:00.0,53:44.3,DCS_fcaf83a0.pdf,2020/december/20201218/1848680_a0c5d827_52b2_42f7_bfaa_d65bccf5996c_dt_18122020_0953_42_345.pdf,agricultercontainer,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
75,51,27,2,NULL,370,12:00.6,1,NULL,Submitted,1848680,NULL,28:08.8,370,Yes,Approved,00:00.0,36:00.9,00:00.0,46:50.7,Chemtech agro_55872e89.pdf,2021/january/20210129/1848680_93e48bec_9fb4_4648_a864_6e41f4839b4b_dt_29012021_1146_48_855.pdf,agricultercontainer,1550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50
76,551,39,NULL,NULL,572,44:17.8,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,49:58.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," As discussed, all products not uploaded",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,281,27,2,NULL,362,29:52.7,1,NULL,Submitted,1848680,NULL,14:53.0,362,Yes,Approved,00:00.0,20:37.6,00:00.0,01:10.8,2296_01177b10.pdf,2020/december/20201216/1848680_6a34b0d5_8cb0_482d_8ff8_27f45d98df23_dt_16122020_1201_08_833.pdf,agricultercontainer,1550,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6
78,261,39,2,NULL,416,15:31.0,1,NULL,Submitted,1848680,NULL,56:14.7,416,Yes,Approved,00:00.0,42:26.7,00:00.0,51:37.3,Sahara Oil_96151cad.pdf,2020/december/20201219/1848680_f90b928d_a688_47ea_8f82_43b2fc8b46de_dt_19122020_0151_40_179.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
79,244,39,NULL,NULL,330,43:00.3,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,01:25.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Nomination of reponsible person MIFCO does not match with the person giving affidavit,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,39,39,NULL,NULL,397,10:56.8,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,24:46.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, All District Megistrates of Punjab not intimated,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,39,39,NULL,NULL,397,35:18.3,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,48:16.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Product information in newspapers, affidavits of MIFCO and Bharat Agro Organic Science do not match, 100% water soluble mixture fertilizers not written,  proof of intimation to District Collectors not attached, put dtae and place on every affidavit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,551,39,NULL,NULL,572,23:07.3,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,27:49.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Marketing company affidavits not uploadad,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,573,29,NULL,NULL,14779,52:08.6,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,39:32.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," CIN number of company donot match with as mentioned on Ministry of Coporate Affairs website, information of responsible person u/c 24 of FCO 1985 not match, company office address not as mentioned on company documents, wrongly ticked on maufacturing in Punjab, license of source not uploaded, validity of product not written, godown address not mentioed on ownership proof, DIrectors information not filled, list of directors ulpoaded donot match with the information available on Ministry of Corporate Affairs website. ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,573,29,NULL,NULL,14779,16:31.0,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,55:15.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Godown location not shown in godown ownership proofs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,310,39,2,NULL,470,41:36.9,1,NULL,Submitted,1848680,NULL,27:34.7,470,Yes,Approved,00:00.0,41:29.2,00:00.0,54:34.9,Taj_7cc75414.pdf,2020/december/20201216/1848680_de55947f_c427_443c_bfdd_3a4a5d345f19_dt_16122020_1154_32_961.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
86,310,37,NULL,NULL,470,03:44.8,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,20:07.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Form O not attached,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,573,29,2,NULL,14779,28:24.1,1,NULL,Submitted,1848680,NULL,43:28.0,14779,Yes,Approved,00:00.0,04:16.4,00:00.0,30:33.2,Sumitomo_5212dfb6.pdf,2020/december/20201228/1848680_c387aa0f_3928_47c5_9176_e52fb70e6725_dt_28122020_0330_31_408.pdf,agricultercontainer,1500,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13
88,310,37,2,NULL,470,40:58.7,1,NULL,Submitted,1848680,NULL,44:24.6,470,Yes,Approved,00:00.0,41:21.7,00:00.0,54:48.9,Taj_f0a36a0c.pdf,2020/december/20201216/1848680_393f5504_8e85_48d9_86a7_992b9b32fd3e_dt_16122020_1154_47_000.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
89,186,39,2,NULL,194,59:12.4,1,NULL,Submitted,1848680,NULL,03:49.0,194,Yes,Approved,00:00.0,56:07.2,00:00.0,56:32.3,894_64953d39.pdf,2020/december/20201224/1848680_5d99b50a_1227_4502_b601_d266bc703e96_dt_24122020_1256_35_569.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
90,7570,35,2,NULL,14803,15:08.6,1,NULL,Submitted,1846001,NULL,34:18.6,14803,Yes,Approved,00:00.0,52:18.3,00:00.0,03:39.5,"Punjab Kissan Sewa Center, Mkt(F)_dac6b33a.pdf",2021/january/20210127/1846001_4456b365_7c19_4683_aaa3_b8a0ae7cb4ff_dt_27012021_0303_42_598.pdf,agricultercontainer,1500,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,41
91,133,39,2,NULL,521,42:19.9,1,NULL,Submitted,1848680,NULL,51:04.0,521,Yes,Approved,00:00.0,04:24.7,00:00.0,30:51.9,IPL_bf4d9ede.pdf,2020/december/20201228/1848680_b85f9867_53d3_4614_8d61_542fd5c0c391_dt_28122020_0330_50_195.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
92,1579,36,NULL,NULL,6727,55:11.7,1,NULL,Submitted,1849201,NULL,NULL,NULL,Yes,Rejected,00:00.0,17:53.8,NULL,NULL,NULL,NULL,NULL,NULL,1,2, documents not completed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,2910,51,2,NULL,4165,32:38.7,1,NULL,Submitted,1846046,NULL,12:30.6,4165,Yes,Approved,00:00.0,31:35.4,00:00.0,44:40.3,770801_4a354940.pdf,2021/january/20210125/1846046_f659c9da_6561_487a_8288_92723d15a97f_dt_25012021_0344_38_169.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38
94,7572,35,1,NULL,14810,02:04.8,0,NULL,Submitted,1846242,NULL,NULL,NULL,Yes,Pending,00:00.0,50:55.7,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,2891,36,2,NULL,3588,20:43.3,1,NULL,Submitted,1846046,NULL,34:09.0,3588,Yes,Approved,00:00.0,22:45.9,00:00.0,35:09.7,770696_9eb4fbb7.pdf,2021/january/20210127/1846046_2b9c04ef_f9ee_43b1_851d_d66847dc0b1b_dt_27012021_0335_12_806.pdf,agricultercontainer,1050,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40
96,39,39,NULL,NULL,397,00:15.9,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,08:38.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Uncomplete Documents,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,17,39,NULL,NULL,538,42:29.9,1,2.02E+11,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,NULL,42:30.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"License number of source and validity of product not correct, Marketing company affidavit not correc",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,216,37,NULL,NULL,436,32:43.9,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,35:03.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Marketing company Navbharat documents not attached,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,291,18,NULL,NULL,437,33:15.9,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,25:56.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Rent agreement not with Smartchem company, Ownership proof of property not attached",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,68,40,NULL,NULL,466,57:32.8,0,NULL,NULL,1848680,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,185,27,NULL,NULL,499,51:47.4,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,07:01.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Form A1 incomplete, point 7 of affidavit incomplete",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,3380,51,2,NULL,3221,39:53.5,1,NULL,Submitted,1846192,NULL,41:07.2,3221,Yes,Approved,00:00.0,33:29.0,00:00.0,47:56.7,Subhas Chander Gupta 4.50 pm_c6623424.pdf,2021/march/20210308/1846192_c8da9a9d_1a65_4993_ab34_5ef014a2b554_dt_08032021_0447_56_318.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77
103,7574,35,2,NULL,14816,12:10.3,1,NULL,Submitted,1846468,NULL,18:57.7,14816,Yes,Approved,00:00.0,03:44.2,00:00.0,44:19.2,ashok-1_15414993.jpg,2021/january/20210101/1846468_86c218af_32eb_494d_87d9_315eb1d24eec_dt_01012021_0344_17_433.jpg,agricultercontainer,2000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
104,99,37,2,NULL,365,30:26.8,1,NULL,Submitted,1848680,NULL,05:17.5,365,Yes,Approved,00:00.0,07:08.6,00:00.0,31:23.8,gitamani_c77ebb47.pdf,2021/february/20210204/1848680_262e3deb_a4e0_4a28_bba5_6fdc517f1758_dt_04022021_0231_23_741.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43
105,1579,36,2,NULL,6727,17:23.8,1,NULL,Submitted,1849201,NULL,55:37.2,6727,Yes,Approved,00:00.0,32:34.1,00:00.0,47:51.3,Dashmesh khad store_6bffe3b8.pdf,2021/april/20210420/1849201_8a260d56_5916_4122_91fc_16a360005c7b_dt_20042021_1147_51_584.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,119
106,2687,36,2,NULL,3966,32:35.1,1,NULL,Submitted,1846046,NULL,51:47.7,3966,Yes,Approved,00:00.0,46:03.7,00:00.0,47:09.7,781620_7b11ac80.pdf,2021/january/20210125/1846046_e6d78a85_44d8_4e8e_9387_f3bd7d1f9a52_dt_25012021_0447_12_560.pdf,agricultercontainer,1050,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,34
107,47,18,2,NULL,347,08:25.8,1,NULL,Submitted,1848680,NULL,52:00.1,347,Yes,Approved,00:00.0,17:17.0,00:00.0,55:46.4,chambal_c57f97bb.pdf,2021/january/20210108/1848680_8c9d235f_a9e3_4cbe_8cc2_8e45170f2324_dt_08012021_0255_44_678.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17
108,7575,35,2,NULL,14815,33:01.8,1,NULL,Submitted,1846242,NULL,55:29.2,14815,Yes,Approved,00:00.0,59:53.9,00:00.0,48:44.1,IMG20210111163424_413067e0.jpg,2021/january/20210111/1846242_b6efa7e3_0b0d_4942_86ec_4f17678f58bf_dt_11012021_0448_42_341.jpg,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
109,1,0,NULL,NULL,466,51:58.0,0,NULL,NULL,1848680,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,114,38,NULL,NULL,282,07:17.7,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,02:57.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Incomplete file,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,4335,36,2,NULL,3153,41:22.1,1,NULL,Submitted,1846242,NULL,54:25.4,3153,Yes,Approved,00:00.0,48:37.6,00:00.0,45:22.5,IMG20210111163446 (2)_07c489f6.jpg,2021/january/20210111/1846242_b1fd3c7d_d737_4098_80d5_c4375d1bd9b4_dt_11012021_0445_20_506.jpg,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
112,533,39,NULL,NULL,13452,59:36.8,0,NULL,NULL,1848680,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,572,29,NULL,NULL,14791,10:29.3,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,20:11.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Documents of responsible person do not match, Ownership proof of godown not attached",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,114,38,2,NULL,282,05:02.9,1,NULL,Submitted,1848680,NULL,34:08.1,282,Yes,Approved,00:00.0,33:33.3,00:00.0,45:48.6,GSFC_53c1d995.pdf,2021/january/20210129/1848680_a4897ffa_09bf_47da_8683_368bb3006616_dt_29012021_1145_46_732.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,38
115,6955,52,2,NULL,8243,53:50.5,1,NULL,Submitted,1846884,NULL,35:19.9,8243,Yes,Approved,00:00.0,20:41.4,00:00.0,11:54.6,WhatsApp Image 2021-01-21 at 10.10.56 AM_93b47c9e.jpeg,2021/january/20210121/1846884_886baa34_845b_48a1_8768_2197f671a648_dt_21012021_1011_57_482.jpg,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,30
116,216,37,NULL,NULL,436,04:17.9,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,10:51.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Form O not uploaded, misinformation in Navabharat affidavits",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,3406,36,2,NULL,3203,53:24.7,1,NULL,Submitted,1846192,NULL,45:13.0,3203,Yes,Approved,00:00.0,48:36.9,00:00.0,39:26.4,"Jain Seed store, DB_a90a108a.pdf",2021/april/20210406/1846192_f6a4e980_ca1d_4a7c_8b0f_b7496d201cb8_dt_06042021_0439_29_060.pdf,agricultercontainer,1500,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,104
118,6452,51,2,NULL,9757,12:52.3,1,NULL,Submitted,1846468,NULL,09:14.4,9757,Yes,Approved,00:00.0,52:34.7,00:00.0,57:50.0,Krishna Ksc _b832c1c2.pdf,2021/march/20210330/1846468_df1d5e54_071c_4db4_ab0d_a6a7007051ae_dt_30032021_0257_50_002.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97
119,3406,51,2,NULL,3203,10:21.0,1,NULL,Submitted,1846192,NULL,43:15.2,3203,Yes,Approved,00:00.0,50:21.6,00:00.0,14:58.1,Jain Seed_b9bba1a3.jpeg,2021/january/20210114/1846192_ccc3903e_fedb_4fa4_a802_93313bb5381b_dt_14012021_0314_56_422.jpg,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22
120,4323,55,2,NULL,2347,46:30.8,1,NULL,Submitted,1846242,NULL,35:21.7,2347,Yes,Approved,00:00.0,59:58.4,00:00.0,44:32.8,IMG20210212111214 (1)_c3103726.jpg,2021/february/20210215/1846242_34f749d0_a04d_4443_a234_a386c8742a61_dt_15022021_1044_32_894.jpg,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7
121,6953,52,2,NULL,8148,36:22.9,1,NULL,Submitted,1846884,NULL,07:48.2,8148,Yes,Approved,00:00.0,53:31.4,00:00.0,16:09.3,WhatsApp Image 2021-01-21 at 10.10.55 AM (1)_1fd6c160.jpeg,2021/january/20210121/1846884_c0c7b1ed_ecad_4d4d_9d10_a7b4894d67a9_dt_21012021_1016_12_167.jpg,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,29
122,2911,51,2,NULL,4166,45:02.6,1,NULL,Submitted,1846046,NULL,59:56.9,4166,Yes,Approved,00:00.0,05:41.4,00:00.0,38:34.1,792374_df9125e1.pdf,2021/january/20210121/1846046_220898d5_1e9f_487b_a9a1_6fee793e0ac7_dt_21012021_1138_37_018.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23
123,3404,51,2,NULL,3200,55:39.3,1,NULL,Submitted,1846192,NULL,17:06.9,3200,Yes,Approved,00:00.0,36:34.3,00:00.0,42:39.8,KISSAN SEWA CENTRE (2)_0751f7c7.jpeg,2021/january/20210128/1846192_827f1052_e727_460b_a6c4_49297a0f0fec_dt_28012021_0242_42_918.jpg,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,36
124,4323,60,2,NULL,2347,17:23.0,1,NULL,Submitted,1846242,NULL,53:51.0,2347,Yes,Approved,00:00.0,05:42.3,00:00.0,52:54.7,469_9d0d5e55.jpg,2021/january/20210125/1846242_ccc9b011_9bdd_4ebd_ae17_ffceb67a3968_dt_25012021_1052_52_593.jpg,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33
125,185,27,NULL,NULL,499,01:26.6,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,49:02.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, As previous,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,226,38,NULL,NULL,342,35:19.3,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,35:25.1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Product information in Authorized signatory affidavit and New responsible person do not match, Photo of new responsible person not uploaded",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,68,39,NULL,NULL,466,08:59.3,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,46:53.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Marketing company documents not uploaded along with product, DCS GST cooy uploaded in place of DCS momorandum ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,226,39,NULL,NULL,342,40:46.8,1,2.02E+11,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,47:59.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, A2 source not uploaded to check products and validity,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,577,29,NULL,NULL,14831,21:11.0,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,09:26.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Memorandum not uploaded, responsible person repeating, validity of products not mentioned",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,551,39,NULL,NULL,572,14:19.5,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,54:38.2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Markting company documents not uploaded,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,199,39,2,NULL,341,49:31.6,1,NULL,Submitted,1848680,NULL,31:17.5,341,Yes,Approved,00:00.0,11:50.9,00:00.0,12:18.0,mikado_0e4370c6.pdf,2021/january/20210111/1848680_70b049d7_ec81_4c79_8c68_b295389e1b56_dt_11012021_1212_16_230.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14
132,2888,51,2,NULL,12242,27:47.9,1,2.02E+11,Submitted,1846046,NULL,42:24.0,12242,Yes,Approved,00:00.0,44:29.7,00:00.0,54:42.1,CamScanner 08-28-2021 10.38.32_9e86a12d.pdf,2021/august/20210828/1846046_978fea8e_963e_484f_b316_a55ba5343ca1_dt_28082021_1105_22_003.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,14
133,64,39,NULL,NULL,304,56:20.6,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,32:17.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," Product information of city compost, azosprillium and boronated calcium nitrate not match with affidavit",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,216,37,NULL,NULL,436,20:55.9,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,45:46.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Product names & manufacturing company name wrong in Rohit Sharma affidavits,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,68,39,2,NULL,466,05:39.8,1,NULL,Submitted,1848680,NULL,06:36.1,466,Yes,Approved,00:00.0,02:24.3,00:00.0,03:59.6,delta_c6e700f3.pdf,2021/january/20210111/1848680_0ee6372d_4ca7_49ef_bf01_e3241a6f1173_dt_11012021_1203_57_848.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16
136,281,39,NULL,NULL,362,08:14.0,1,NULL,Submitted,1848680,NULL,NULL,NULL,Yes,Rejected,00:00.0,54:02.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL, Products not mentioned in affidavits,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,3498,51,2,NULL,1084,47:59.9,1,NULL,Submitted,1846884,NULL,52:33.4,1084,Yes,Approved,00:00.0,55:04.6,00:00.0,18:37.6,WhatsApp Image 2021-01-21 at 10.10.54 AM_5e9c0d26.jpeg,2021/january/20210121/1846884_014fb469_dc21_4223_a94c_7b5d8b9647ed_dt_21012021_1018_40_439.jpg,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,24
138,7573,35,2,NULL,14811,15:05.4,1,NULL,Submitted,1846242,NULL,03:42.6,14811,Yes,Approved,00:00.0,48:45.7,00:00.0,29:06.4,641_27ee4599.jpg,2021/january/20210112/1846242_97f56d7d_d60a_4d86_b0d9_a437d1984da8_dt_12012021_0329_07_047.jpg,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18
139,3364,36,2,NULL,2395,08:24.0,1,NULL,Submitted,1846192,NULL,54:18.2,2395,Yes,Approved,00:00.0,18:53.6,00:00.0,46:09.4,121-converted (1)_bc1d6db4.pdf,2021/april/20210401/1846192_d373193b_5aa9_47ab_b0dc_b26640f659fd_dt_01042021_0346_05_334.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,97
